TL,Territory Level and Typology,REG_ID,Region,VAR,Variable,VINTAGE,Vintage,DWELLINGS,Dwellings,MEASURE,Measure,FREQ,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
2,Large regions,AU8,"Australian Capital Territory, Canberra (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,3.723,,
2,Large regions,AU8,"Australian Capital Territory, Canberra (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,6.168,,
2,Large regions,AU8,"Australian Capital Territory, Canberra (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,6.343,,
2,Large regions,AU8,"Australian Capital Territory, Canberra (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,11.965,,
2,Large regions,AU8,"Australian Capital Territory, Canberra (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,20.952,,
2,Large regions,AU8,"Australian Capital Territory, Canberra (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,28.468,,
2,Large regions,AU8,"Australian Capital Territory, Canberra (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,32.772,,
4,Cities,AUS01M,Sydney (agglomeration) - New South Wales,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,11.995,,
4,Cities,AUS01M,Sydney (agglomeration) - New South Wales,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,9.235,,
4,Cities,AUS01M,Sydney (agglomeration) - New South Wales,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,6.569,,
4,Cities,AUS01M,Sydney (agglomeration) - New South Wales,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,5.321,,
4,Cities,AUS01M,Sydney (agglomeration) - New South Wales,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,10.823,,
4,Cities,AUS01M,Sydney (agglomeration) - New South Wales,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,24.783,,
4,Cities,AUS01M,Sydney (agglomeration) - New South Wales,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,32.135,,
4,Cities,AUS01M,Sydney (agglomeration) - New South Wales,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,32.894,,
4,Cities,AUS02M,Melbourne (agglomeration) - Victoria,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,10.822,,
4,Cities,AUS02M,Melbourne (agglomeration) - Victoria,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,8.858,,
4,Cities,AUS02M,Melbourne (agglomeration) - Victoria,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,4.67,,
4,Cities,AUS02M,Melbourne (agglomeration) - Victoria,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,2.845,,
4,Cities,AUS02M,Melbourne (agglomeration) - Victoria,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,6.613,,
4,Cities,AUS02M,Melbourne (agglomeration) - Victoria,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,17.61,,
4,Cities,AUS02M,Melbourne (agglomeration) - Victoria,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,22.435,,
4,Cities,AUS02M,Melbourne (agglomeration) - Victoria,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,22.987,,
4,Cities,AUS03M,Brisbane (agglomeration) - Queensland,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,3.118,,
4,Cities,AUS03M,Brisbane (agglomeration) - Queensland,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,3.065,,
4,Cities,AUS03M,Brisbane (agglomeration) - Queensland,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,3.757,,
4,Cities,AUS03M,Brisbane (agglomeration) - Queensland,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,4.702,,
4,Cities,AUS03M,Brisbane (agglomeration) - Queensland,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,8.295,,
4,Cities,AUS03M,Brisbane (agglomeration) - Queensland,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,16.041,,
4,Cities,AUS03M,Brisbane (agglomeration) - Queensland,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,22.188,,
4,Cities,AUS03M,Brisbane (agglomeration) - Queensland,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,31.587,,
4,Cities,AUS04M,Perth (agglomeration) - Western Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,-0.585,,
4,Cities,AUS04M,Perth (agglomeration) - Western Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,0.197,,
4,Cities,AUS04M,Perth (agglomeration) - Western Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,3.407,,
4,Cities,AUS04M,Perth (agglomeration) - Western Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,5.04,,
4,Cities,AUS04M,Perth (agglomeration) - Western Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,9.902,,
4,Cities,AUS04M,Perth (agglomeration) - Western Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,15.733,,
4,Cities,AUS04M,Perth (agglomeration) - Western Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,16.57,,
4,Cities,AUS04M,Perth (agglomeration) - Western Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,16.463,,
4,Cities,AUS05M,Adelaide (agglomeration) - South Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,0.97,,
4,Cities,AUS05M,Adelaide (agglomeration) - South Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,0.651,,
4,Cities,AUS05M,Adelaide (agglomeration) - South Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,2.859,,
4,Cities,AUS05M,Adelaide (agglomeration) - South Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,3.859,,
4,Cities,AUS05M,Adelaide (agglomeration) - South Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,7.846,,
4,Cities,AUS05M,Adelaide (agglomeration) - South Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,15.615,,
4,Cities,AUS05M,Adelaide (agglomeration) - South Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,21.207,,
4,Cities,AUS05M,Adelaide (agglomeration) - South Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,27.167,,
4,Cities,AUS07M,Canberra (agglomeration) - Australian Capital Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,3.517,,
4,Cities,AUS07M,Canberra (agglomeration) - Australian Capital Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,3.723,,
4,Cities,AUS07M,Canberra (agglomeration) - Australian Capital Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,6.168,,
4,Cities,AUS07M,Canberra (agglomeration) - Australian Capital Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,6.343,,
4,Cities,AUS07M,Canberra (agglomeration) - Australian Capital Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,11.965,,
4,Cities,AUS07M,Canberra (agglomeration) - Australian Capital Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,20.952,,
4,Cities,AUS07M,Canberra (agglomeration) - Australian Capital Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,28.468,,
4,Cities,AUS07M,Canberra (agglomeration) - Australian Capital Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,32.772,,
4,Cities,AUS12M,Hobart (agglomeration) - Tasmania,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,6.991,,
4,Cities,AUS12M,Hobart (agglomeration) - Tasmania,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,6.216,,
4,Cities,AUS12M,Hobart (agglomeration) - Tasmania,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,5.855,,
4,Cities,AUS12M,Hobart (agglomeration) - Tasmania,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,6.562,,
4,Cities,AUS12M,Hobart (agglomeration) - Tasmania,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,10.506,,
4,Cities,AUS12M,Hobart (agglomeration) - Tasmania,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,17.878,,
4,Cities,AUS12M,Hobart (agglomeration) - Tasmania,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,26.256,,
4,Cities,AUS12M,Hobart (agglomeration) - Tasmania,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,30.48,,
4,Cities,AUS16M,Darwin (agglomeration) - Northern Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,-2.119,,
4,Cities,AUS16M,Darwin (agglomeration) - Northern Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,-2.043,,
4,Cities,AUS16M,Darwin (agglomeration) - Northern Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,-0.433,,
4,Cities,AUS16M,Darwin (agglomeration) - Northern Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,2.726,,
4,Cities,AUS16M,Darwin (agglomeration) - Northern Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,7.684,,
4,Cities,AUS16M,Darwin (agglomeration) - Northern Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,13.831,,
4,Cities,AUS16M,Darwin (agglomeration) - Northern Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,14.457,,
4,Cities,AUS16M,Darwin (agglomeration) - Northern Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,13.27,,
1,Country,AUS,Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,1.967,,
1,Country,AUS,Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,-2.063,,
1,Country,AUS,Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,0.951,,
1,Country,AUS,Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,3.499,,
1,Country,AUS,Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,6.437,,
1,Country,AUS,Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,7.697,,
1,Country,AUS,Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,5.672,,
1,Country,AUS,Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,5.26,,
2,Large regions,AU1,"New South Wales, Sydney (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,2.603,,
2,Large regions,AU1,"New South Wales, Sydney (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,-2.649,,
2,Large regions,AU1,"New South Wales, Sydney (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,1.448,,
2,Large regions,AU1,"New South Wales, Sydney (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,3.938,,
2,Large regions,AU1,"New South Wales, Sydney (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,7.963,,
2,Large regions,AU1,"New South Wales, Sydney (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,9.613,,
2,Large regions,AU1,"New South Wales, Sydney (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,7.425,,
2,Large regions,AU1,"New South Wales, Sydney (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,4.536,,
2,Large regions,AU2,"Victoria, Melbourne (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,2.276,,
2,Large regions,AU2,"Victoria, Melbourne (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,-2.781,,
2,Large regions,AU2,"Victoria, Melbourne (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,-0.254,,
2,Large regions,AU2,"Victoria, Melbourne (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,3.697,,
2,Large regions,AU2,"Victoria, Melbourne (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,6.023,,
2,Large regions,AU2,"Victoria, Melbourne (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,7.246,,
2,Large regions,AU2,"Victoria, Melbourne (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,3.838,,
2,Large regions,AU2,"Victoria, Melbourne (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,4.164,,
2,Large regions,AU3,"Queensland, Brisbane (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,1.097,,
2,Large regions,AU3,"Queensland, Brisbane (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,-0.93,,
2,Large regions,AU3,"Queensland, Brisbane (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,1.565,,
2,Large regions,AU3,"Queensland, Brisbane (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,2.928,,
2,Large regions,AU3,"Queensland, Brisbane (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_SINGLE_F,Single-Family,GP,Percentage change from previous period,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,4.566,,
